text_id	text_group	text_source	annotation_result_group	annotation_id	annotation_type	annotation_to_name	annotation_from_name	annotation_start	annotation_end	annotation_text	annotation_label
532663ea0af84d54b6a28a753009a583	_	civil_districtcourts judgement https://indiankanoon.org/doc/188398170/	0	92PGFKBO	labels	text	label	155	163	9-1-2013	DATE
532663ea0af84d54b6a28a753009a583	_	civil_districtcourts judgement https://indiankanoon.org/doc/188398170/	0	2Y4JND7S	labels	text	label	247	256	27-9-2012	DATE
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	RQEIV6H1	labels	text	label	118	121	DDA	ORG
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	ADHVCYA7	labels	text	label	130	139	Tej Singh	OTHER_PERSON
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	JXW7VP5C	labels	text	label	141	148	Manohar	OTHER_PERSON
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	QFQV68ST	labels	text	label	150	153	Lal	OTHER_PERSON
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	PGD3KAHX	labels	text	label	243	254	Beadon Pura	GPE
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	F4NT87KN	labels	text	label	256	266	Karol Bagh	GPE
e1eaf498a5b946ffb74398eed39a08af	_	land&property_districtcourts judgement https://indiankanoon.org/doc/89840592/	0	LBF0XWJU	labels	text	label	268	277	New Delhi	GPE
3ee7992985bd4dafa7ab49b82145ce1c	_	motorvehicles_supremecourts judgement https://indiankanoon.org/doc/744830/	0	I6HS3T2G	labels	text	label	160	214	Murlidhar Meghraj Loya etc. v. \n\n\tState of Maharashtra	PRECEDENT
6a74d01a181d41f2b04e4ec7d7649250	_	industrial&labour_supremecourts judgement https://indiankanoon.org/doc/1611996/	0	WMV3IGZF	labels	text	label	34	64	Writ Petition No. 1977 of 1973	CASE_NUMBER
bdc442b6a6ad4251ab7927feeb93fbb9	_	industrial&labour_rajasthan_high_court judgement https://indiankanoon.org/doc/127092	0	LC8PC2ER	labels	text	label	18	27	M. Mridul	OTHER_PERSON
bdc442b6a6ad4251ab7927feeb93fbb9	_	industrial&labour_rajasthan_high_court judgement https://indiankanoon.org/doc/127092	0	3A7UU6CX	labels	text	label	42	60	Surendra Pal Singh	PETITIONER
bdc442b6a6ad4251ab7927feeb93fbb9	_	industrial&labour_rajasthan_high_court judgement https://indiankanoon.org/doc/127092	0	2JCFYHW2	labels	text	label	64	99	D.B. Civil Special Appeal No. 29/79	CASE_NUMBER
bdc442b6a6ad4251ab7927feeb93fbb9	_	industrial&labour_rajasthan_high_court judgement https://indiankanoon.org/doc/127092	0	LRT66YMK	labels	text	label	113	124	N.N. Mathur	OTHER_PERSON
bdc442b6a6ad4251ab7927feeb93fbb9	_	industrial&labour_rajasthan_high_court judgement https://indiankanoon.org/doc/127092	0	IW9FRBOY	labels	text	label	189	224	D.B. Civil Special Appeal No. 28/79	CASE_NUMBER
a4294358eaa44fb4a9f6fec94d5cd63d	_	constitution_karnataka_high_court judgement https://indiankanoon.org/doc/451438	0	X01S6JRL	labels	text	label	16	44	Annexures A and B and Rule 7	PROVISION
d0a2f8ccffa94681976bd89301edef1a	_	industrial&labour_supremecourts judgement https://indiankanoon.org/doc/648722/	0	3Z65QNP0	labels	text	label	51	121	Narain Swedeshi Weaving Mills v. Commissioner of Excess Profits Tax(2)	PRECEDENT
99f8778db1b44ff1b5cbcb10dbcf47d9	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/975832	0	GFPHLPJ1	labels	text	label	15	27	Sathiyamohan	OTHER_PERSON
99f8778db1b44ff1b5cbcb10dbcf47d9	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/975832	0	YVQJJ5ZK	labels	text	label	147	158	Section 420	PROVISION
99f8778db1b44ff1b5cbcb10dbcf47d9	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/975832	0	WN4G30TM	labels	text	label	159	165	I.P.C.	STATUTE
99f8778db1b44ff1b5cbcb10dbcf47d9	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/975832	0	DU01TZCE	labels	text	label	266	278	Saudi Arabia	GPE
99f8778db1b44ff1b5cbcb10dbcf47d9	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/975832	0	YVIAION9	labels	text	label	343	349	Mumbai	GPE
bf633a8d57a44de8b9f9a97d3b286f0e	_	motorvehicles_delhi_high_court judgement https://indiankanoon.org/doc/698632	0	8BVEQZYN	labels	text	label	11	24	Ashok Khurana	WITNESS
bf633a8d57a44de8b9f9a97d3b286f0e	_	motorvehicles_delhi_high_court judgement https://indiankanoon.org/doc/698632	0	AA5BTBAH	labels	text	label	96	105	24-9-2001	DATE
bf633a8d57a44de8b9f9a97d3b286f0e	_	motorvehicles_delhi_high_court judgement https://indiankanoon.org/doc/698632	0	NV2GSS5X	labels	text	label	117	135	Narinderjeet Singh	PETITIONER
7de3d1b1a35944b8b0833d6941e28228	_	civil_madras_high_court judgement https://indiankanoon.org/doc/370955	0	I49YERZ8	labels	text	label	3	29	MG Brothers Lorry Services	RESPONDENT
0955fad5c7a34bc382fb29eec183d479	_	financial_supremecourts judgement https://indiankanoon.org/doc/1643829/	0	HA0JRBWC	labels	text	label	21	45	complaint no.125 of 1998	CASE_NUMBER
0955fad5c7a34bc382fb29eec183d479	_	financial_supremecourts judgement https://indiankanoon.org/doc/1643829/	0	ZNRUVBTG	labels	text	label	53	70	Women Cell, Delhi	ORG
ac9ab014525a4c43aa7d98e208284fbb	_	tax_supremecourts judgement https://indiankanoon.org/doc/673012/	0	GB84G4PW	labels	text	label	8	21	Supreme Court	COURT
5366e94171a34520a38a512c5dafe806	_	motorvehicles_rajasthan_high_court judgement https://indiankanoon.org/doc/1618690	0	6E6A2CBY	labels	text	label	0	8	Pata Ram	OTHER_PERSON
5366e94171a34520a38a512c5dafe806	_	motorvehicles_rajasthan_high_court judgement https://indiankanoon.org/doc/1618690	0	CWZTR87V	labels	text	label	49	61	Nissan Jonga	ORG
5366e94171a34520a38a512c5dafe806	_	motorvehicles_rajasthan_high_court judgement https://indiankanoon.org/doc/1618690	0	EVZU3PIB	labels	text	label	124	134	Hassan Ali	RESPONDENT
6b25b13826fc4c6daca5c6ca9226226b	_	industrial&labour_calcutta_high_court judgement https://indiankanoon.org/doc/1806843	0	1VHQTCXS	labels	text	label	155	187	M/s. Indamer and Co. (P) Limited	ORG
6b25b13826fc4c6daca5c6ca9226226b	_	industrial&labour_calcutta_high_court judgement https://indiankanoon.org/doc/1806843	0	RIE3JC6Z	labels	text	label	196	204	Brinnand	OTHER_PERSON
6b25b13826fc4c6daca5c6ca9226226b	_	industrial&labour_calcutta_high_court judgement https://indiankanoon.org/doc/1806843	0	V7HOTMRQ	labels	text	label	260	285	Civil Aviation Department	ORG
6b25b13826fc4c6daca5c6ca9226226b	_	industrial&labour_calcutta_high_court judgement https://indiankanoon.org/doc/1806843	0	VS94FKYS	labels	text	label	287	301	Govt. of India	ORG
ba187298bf0340e288e9fd2537b26177	_	constitution_bombay_high_court judgement https://indiankanoon.org/doc/1604406	0	3RTG5GZU	labels	text	label	55	68	Supreme Court	COURT
ba187298bf0340e288e9fd2537b26177	_	constitution_bombay_high_court judgement https://indiankanoon.org/doc/1604406	0	53OO2LLR	labels	text	label	101	126	proviso to Section 23D(1)	PROVISION
ba187298bf0340e288e9fd2537b26177	_	constitution_bombay_high_court judgement https://indiankanoon.org/doc/1604406	0	PSFBT0QW	labels	text	label	239	249	Section 28	PROVISION
49c5eeb2666e4e48812704c5c85207bb	_	tax_madras_high_court judgement https://indiankanoon.org/doc/296296	0	KV7F38WB	labels	text	label	44	54	Section 14	PROVISION
49c5eeb2666e4e48812704c5c85207bb	_	tax_madras_high_court judgement https://indiankanoon.org/doc/296296	0	9OBU4ICF	labels	text	label	77	84	Maclean	JUDGE
7057bd6d3541408fa0147c817b450d02	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	K8SPF1OT	labels	text	label	22	95	Mahesh Mehto and others vs. Shri Shankar Kumar Mehto (1999)(4) Crimes 461	PRECEDENT
7057bd6d3541408fa0147c817b450d02	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	FM6S5CT6	labels	text	label	246	260	Section 397(2)	PROVISION
7057bd6d3541408fa0147c817b450d02	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	6FDL75OF	labels	text	label	264	271	Cr.P.C.	STATUTE
0fe1ead21b9a4df5946dccc2647daa29	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/906427	0	CCU9OTXJ	labels	text	label	6	21	sub-section (7)	PROVISION
0fe1ead21b9a4df5946dccc2647daa29	_	motorvehicles_andhra_high_court judgement https://indiankanoon.org/doc/906427	0	YOF1Y6K9	labels	text	label	29	32	RTA	ORG
72c84e327ffe42718fe28b384fd4bbef	_	tax_patna_high_court judgement https://indiankanoon.org/doc/1607349	0	U4IJDZ8N	labels	text	label	0	28	First Appeal No. 430 of 1959	CASE_NUMBER
29e7e6bb90ca40f8b67d4714be794e38	_	motorvehicles_districtcourts judgement https://indiankanoon.org/doc/81945540/	0	5GXWI4DH	labels	text	label	114	130	MLC No.334149/12	CASE_NUMBER
93748e3f75354f0e9679dfd8fa2643d6	_	industrial&labour_andhra_high_court judgement https://indiankanoon.org/doc/165733481	0	XF98ZDGS	labels	text	label	19	29	23.07.1987	DATE
8c50ca128fa94c1bb3177487e8ef1ae6	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	FL3OESGE	labels	text	label	97	108	Article 226	PROVISION
8c50ca128fa94c1bb3177487e8ef1ae6	_	tax_rajasthan_high_court judgement https://indiankanoon.org/doc/510946	0	237KGYXL	labels	text	label	116	137	Constitution of India	STATUTE
65cc4bbf991a41aa8db87ef0301afee8	_	constitution_rajasthan_high_court judgement https://indiankanoon.org/doc/905998	0	CQFJALLM	labels	text	label	149	159	Apex Court	COURT
fc9bab01c8304fb3b937100333eff61c	_	civil_delhi_high_court judgement https://indiankanoon.org/doc/15219160	0	WVTAY3DA	labels	text	label	172	185	Abhishek Goel	PETITIONER
fc9bab01c8304fb3b937100333eff61c	_	civil_delhi_high_court judgement https://indiankanoon.org/doc/15219160	0	BQTA8UJ6	labels	text	label	201	215	Pursharth Goel	PETITIONER
75ed7e2440584c9383e55c50c10a30c0	_	industrial&labour_allahabad_high_court judgement https://indiankanoon.org/doc/659917	0	RH2TW3E1	labels	text	label	0	11	Ashok Kumar	OTHER_PERSON
75ed7e2440584c9383e55c50c10a30c0	_	industrial&labour_allahabad_high_court judgement https://indiankanoon.org/doc/659917	0	JW9GG2SH	labels	text	label	16	29	Kewal Krishna	OTHER_PERSON
75ed7e2440584c9383e55c50c10a30c0	_	industrial&labour_allahabad_high_court judgement https://indiankanoon.org/doc/659917	0	4D79TLLP	labels	text	label	80	93	Supreme Court	COURT
d34c6c481e7e44a4869c94a95b94b27a	_	constitution_calcutta_high_court judgement https://indiankanoon.org/doc/1949616	0	7LZZ1OPD	labels	text	label	36	40	Saha	OTHER_PERSON
d34c6c481e7e44a4869c94a95b94b27a	_	constitution_calcutta_high_court judgement https://indiankanoon.org/doc/1949616	0	XRV7IEA4	labels	text	label	261	265	Saha	OTHER_PERSON
29f65074fc2f43cd8e5e95a387eda548	_	criminal_districtcourts judgement https://indiankanoon.org/doc/140182780/	0	UK2BAFM3	labels	text	label	3	66	Sevaka Perumal etc. Vs. State of Tamil Nadu, AIR 1991 (SC) 1463	PRECEDENT
29f65074fc2f43cd8e5e95a387eda548	_	criminal_districtcourts judgement https://indiankanoon.org/doc/140182780/	0	3JZ9WCA0	labels	text	label	68	81	Supreme Court	COURT
1973783bf1c84b7182482df5cc28d6bd	_	industrial&labour_allahabad_high_court judgement https://indiankanoon.org/doc/1572167	0	D1XAF9ER	labels	text	label	3	16	Vasu Deo Ojha	OTHER_PERSON
7fce1c1b902247f4a048323147945145	_	tax_kerala_high_court judgement https://indiankanoon.org/doc/1168238	0	AQR83V3P	labels	text	label	69	79	02.12.1997	DATE
7fce1c1b902247f4a048323147945145	_	tax_kerala_high_court judgement https://indiankanoon.org/doc/1168238	0	JM18BD1X	labels	text	label	153	160	Suseela	OTHER_PERSON
0817cb746f494a45ae6e8ff2108e31a4	_	criminal_gujarat_high_court judgement https://indiankanoon.org/doc/137616601	0	K7WKLYPF	labels	text	label	173	229	Misc. Criminal Application Nos.15677/2014 and 16609/2014	CASE_NUMBER
8e6275c0cf3e4d568fc352ab9d571fda	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	5OLS1LKI	labels	text	label	9	26	14 December, 2008	DATE
8e6275c0cf3e4d568fc352ab9d571fda	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	NG324HFX	labels	text	label	44	87	Institute of Business and Bio-Science, Kota	ORG
8e6275c0cf3e4d568fc352ab9d571fda	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	ZF2KROZJ	labels	text	label	121	127	Behrod	OTHER_PERSON
8e6275c0cf3e4d568fc352ab9d571fda	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	SGP8KQ2R	labels	text	label	139	145	Jaipur	GPE
8e6275c0cf3e4d568fc352ab9d571fda	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/1948814	0	OM6BWOCS	labels	text	label	149	166	15 December, 2008	DATE
d924706ddd2044d8b5f5733333f05117	_	constitution_patna_high_court judgement https://indiankanoon.org/doc/68876	0	6040L28L	labels	text	label	86	92	Madras	GPE
4b084fccb504432597a6746716af5e05	_	financial_supremecourts judgement https://indiankanoon.org/doc/1086058/	0	XDZTGJOX	labels	text	label	85	102	Robort P. Collier	OTHER_PERSON
4b084fccb504432597a6746716af5e05	_	financial_supremecourts judgement https://indiankanoon.org/doc/1086058/	0	KKEH8JBM	labels	text	label	121	156	judicial committee of Privy council	ORG
60c5721fc9044510a730fadbce5e55d9	_	criminal_districtcourts judgement https://indiankanoon.org/doc/166102025/	0	TQCBBVQ2	labels	text	label	24	27	CBI	ORG
29318890c38e4d869061dd0870d82c38	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/46074810	0	NYYKRJTN	labels	text	label	136	147	Section 173	PROVISION
29318890c38e4d869061dd0870d82c38	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/46074810	0	ULROLAI7	labels	text	label	148	155	Cr.P.C.	STATUTE
29318890c38e4d869061dd0870d82c38	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/46074810	0	X1GQUDC1	labels	text	label	233	245	Gurdev Singh	WITNESS
29318890c38e4d869061dd0870d82c38	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/46074810	0	3Y4LSGMI	labels	text	label	253	263	Hari Singh	OTHER_PERSON
29318890c38e4d869061dd0870d82c38	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/46074810	0	HBQYTLGS	labels	text	label	268	290	Teja @ Tejwinder Singh	WITNESS
29318890c38e4d869061dd0870d82c38	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/46074810	0	FYMHC0B9	labels	text	label	298	310	Rattan Singh	OTHER_PERSON
895eca838250441db98d7284aed31b14	_	industrial&labour_districtcourts judgement https://indiankanoon.org/doc/192340928/	0	1JO2G7T6	labels	text	label	79	89	03.12.2014	DATE
895eca838250441db98d7284aed31b14	_	industrial&labour_districtcourts judgement https://indiankanoon.org/doc/192340928/	0	D0QL2LAI	labels	text	label	196	228	Sri.Ram Builders and Contractors	ORG
24beea468ee542f6a175f3c6f7802e19	_	tax_calcutta_high_court judgement https://indiankanoon.org/doc/279656	0	JPJ8L4YB	labels	text	label	58	76	Adi Nath Das Gupta	WITNESS
24beea468ee542f6a175f3c6f7802e19	_	tax_calcutta_high_court judgement https://indiankanoon.org/doc/279656	0	Z70YDZ5V	labels	text	label	106	125	Sarawgi Trading Co.	ORG
e94e63d0bdd9479aaa426aa41604b35d	_	criminal_supremecourts judgement https://indiankanoon.org/doc/1381651/	0	URP1T7ZS	labels	text	label	72	90	Vinod Kumar Roosia	WITNESS
4dfe214b0624400c90dfd232498464ca	_	motorvehicles_allahabad_high_court judgement https://indiankanoon.org/doc/77372393	0	JJMIKZE4	labels	text	label	154	167	Peer Mohammad	WITNESS
4dfe214b0624400c90dfd232498464ca	_	motorvehicles_allahabad_high_court judgement https://indiankanoon.org/doc/77372393	0	CYI40O78	labels	text	label	196	205	Peer Mohd	WITNESS
15e0a426a871479289713f6149623b6e	_	motorvehicles_districtcourts judgement https://indiankanoon.org/doc/7015327/	0	YB8ID7CM	labels	text	label	31	45	order 9 rule 7	PROVISION
15e0a426a871479289713f6149623b6e	_	motorvehicles_districtcourts judgement https://indiankanoon.org/doc/7015327/	0	HS3RHUW1	labels	text	label	46	49	CPC	STATUTE
15e0a426a871479289713f6149623b6e	_	motorvehicles_districtcourts judgement https://indiankanoon.org/doc/7015327/	0	PGMJT9XL	labels	text	label	60	71	Section 151	PROVISION
15e0a426a871479289713f6149623b6e	_	motorvehicles_districtcourts judgement https://indiankanoon.org/doc/7015327/	0	BMTFM1R1	labels	text	label	72	75	CPC	STATUTE
15e0a426a871479289713f6149623b6e	_	motorvehicles_districtcourts judgement https://indiankanoon.org/doc/7015327/	0	X3W4RAJ7	labels	text	label	183	191	2.4.2012	DATE
72bd52db80fc4cc4b34900d4e149fe6e	_	tax_districtcourts judgement https://indiankanoon.org/doc/1189440/	0	Z8SW08J7	labels	text	label	54	63	31.3.1995	DATE
4310ad92d1504faaa1f75d7b1a960462	_	civil_supremecourts judgement https://indiankanoon.org/doc/427114/	0	XGXF0823	labels	text	label	12	85	Ambika Prasad Mishra v. State of U.P. and Ors., [1980] 3 SCC 719 at 72-23	PRECEDENT
92ce044e960a4a3f97e3ff8230939cf8	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/1625909	0	DKSDSTW5	labels	text	label	2	55	Vide Karan Singh and Ors. v. Emperor, AIR 1928 All 25	PRECEDENT
92ce044e960a4a3f97e3ff8230939cf8	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/1625909	0	Q7436X27	labels	text	label	57	104	State v. Fateh Bahadur and Ors. AIR 1958 All. 1	PRECEDENT
92ce044e960a4a3f97e3ff8230939cf8	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/1625909	0	3ZMOFFBR	labels	text	label	110	192	K. Abdul Rahiman and Ors. Divisional Forest Officer and Anr., AIR 1989 Ker. 1 (FB)	PRECEDENT
965840205a8947e089a4e229b015bd48	_	constitution_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/63084991	0	QBYD6BKG	labels	text	label	4	14	Jethmalani	OTHER_PERSON
965840205a8947e089a4e229b015bd48	_	constitution_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/63084991	0	N9VO2T2J	labels	text	label	85	110	Union Carbide Corporation	ORG
965840205a8947e089a4e229b015bd48	_	constitution_madhya_pradesh_high_court judgement https://indiankanoon.org/doc/63084991	0	MVYX4O37	labels	text	label	178	195	W.P. No.3346/2015	CASE_NUMBER
24a6618e20cc463aa606cb282661bf8f	_	constitution_districtcourts judgement https://indiankanoon.org/doc/149840195/	0	QQX4QAAB	labels	text	label	28	31	CBI	ORG
24a6618e20cc463aa606cb282661bf8f	_	constitution_districtcourts judgement https://indiankanoon.org/doc/149840195/	0	YYUXS9W8	labels	text	label	35	45	04/01/2013	DATE
24a6618e20cc463aa606cb282661bf8f	_	constitution_districtcourts judgement https://indiankanoon.org/doc/149840195/	0	MS9HICHW	labels	text	label	77	87	27/12/2012	DATE
24a6618e20cc463aa606cb282661bf8f	_	constitution_districtcourts judgement https://indiankanoon.org/doc/149840195/	0	0IM41UTK	labels	text	label	95	112	Himmat Singh Brar	WITNESS
24a6618e20cc463aa606cb282661bf8f	_	constitution_districtcourts judgement https://indiankanoon.org/doc/149840195/	0	R8VDQKJ1	labels	text	label	157	191	Director­Iris Cabs Private Limited	ORG
24a6618e20cc463aa606cb282661bf8f	_	constitution_districtcourts judgement https://indiankanoon.org/doc/149840195/	0	1JPXJZ9H	labels	text	label	321	330	New Delhi	GPE
089b8537f07a47e196ddbd92f6b7043d	_	constitution_districtcourts judgement https://indiankanoon.org/doc/16293958/	0	OFKH38ZB	labels	text	label	11	56	State of Gujarat v. Pratamsing Narsinh Parmar	PRECEDENT
089b8537f07a47e196ddbd92f6b7043d	_	constitution_districtcourts judgement https://indiankanoon.org/doc/16293958/	0	UO0Q86XV	labels	text	label	129	146	Forest Department	ORG
089b8537f07a47e196ddbd92f6b7043d	_	constitution_districtcourts judgement https://indiankanoon.org/doc/16293958/	0	8VUOID2Z	labels	text	label	163	170	Gujarat	GPE
089b8537f07a47e196ddbd92f6b7043d	_	constitution_districtcourts judgement https://indiankanoon.org/doc/16293958/	0	LJRT7H00	labels	text	label	305	328	Industrial Disputes Act	STATUTE
27ffb8816f4444ab95c5dfe69e044ac4	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/104822134	0	2M6JZKXQ	labels	text	label	3	11	1.9.2006	DATE
27ffb8816f4444ab95c5dfe69e044ac4	_	criminal_madras_high_court judgement https://indiankanoon.org/doc/104822134	0	KSU2F32N	labels	text	label	81	116	Thayarammal Poly Clinic, Coimbatore	ORG
f537f486caed4e8898fa3d64a383cf5b	_	tax_allahabad_high_court judgement https://indiankanoon.org/doc/1332957	0	J8HIMO7N	labels	text	label	55	64	7-3- 1951	DATE
aec9cd540b8d473e836ea6f34353c31b	_	industrial&labour_delhi_high_court judgement https://indiankanoon.org/doc/1745686	0	AGHNXAB2	labels	text	label	43	98	Forensic Science Laboratory, Government of NCT of Delhi	ORG
aec9cd540b8d473e836ea6f34353c31b	_	industrial&labour_delhi_high_court judgement https://indiankanoon.org/doc/1745686	0	UVVXNPR6	labels	text	label	100	113	Malviya Nagar	GPE
aec9cd540b8d473e836ea6f34353c31b	_	industrial&labour_delhi_high_court judgement https://indiankanoon.org/doc/1745686	0	56K2YS4E	labels	text	label	115	124	New Delhi	GPE
1359fe2e175c4c89936da5381955552b	_	motorvehicles_punjab-haryana_high_court judgement https://indiankanoon.org/doc/1483790	0	PDYDB5YS	labels	text	label	161	199	Regular Second Appeal No. 2805 of 2009	CASE_NUMBER
9e9d237f88684990b4229376e1e575f2	_	criminal_bombay_high_court judgement https://indiankanoon.org/doc/108020097	0	TXRZJACU	labels	text	label	58	80	Supreme Court of India	COURT
9e9d237f88684990b4229376e1e575f2	_	criminal_bombay_high_court judgement https://indiankanoon.org/doc/108020097	0	MAEE2SPU	labels	text	label	167	172	India	GPE
33b275e47d9c49ba9432bc591f85b35d	_	industrial&labour_gujarat_high_court judgement https://indiankanoon.org/doc/1386846	0	3V5BJPQE	labels	text	label	38	43	Kiran	OTHER_PERSON
33b275e47d9c49ba9432bc591f85b35d	_	industrial&labour_gujarat_high_court judgement https://indiankanoon.org/doc/1386846	0	4AIZ4K63	labels	text	label	63	68	Lalit	OTHER_PERSON
33b275e47d9c49ba9432bc591f85b35d	_	industrial&labour_gujarat_high_court judgement https://indiankanoon.org/doc/1386846	0	K1JZOGHZ	labels	text	label	88	94	Ranglo	WITNESS
33b275e47d9c49ba9432bc591f85b35d	_	industrial&labour_gujarat_high_court judgement https://indiankanoon.org/doc/1386846	0	MEYEC12Z	labels	text	label	126	131	Ashok	OTHER_PERSON
de42c81f4ddc48d5a6a90829780f19d4	_	constitution_punjab-haryana_high_court judgement https://indiankanoon.org/doc/1920671	0	7PHSKXKJ	labels	text	label	196	207	Article 265	PROVISION
de42c81f4ddc48d5a6a90829780f19d4	_	constitution_punjab-haryana_high_court judgement https://indiankanoon.org/doc/1920671	0	WCQZ121O	labels	text	label	215	227	Constitution	STATUTE
cf8e82a3705e4c7db179395a9f3c5c66	_	criminal_districtcourts judgement https://indiankanoon.org/doc/100643817/	0	31Y6TURY	labels	text	label	1	11	R.K. GAUBA	OTHER_PERSON
cf8e82a3705e4c7db179395a9f3c5c66	_	criminal_districtcourts judgement https://indiankanoon.org/doc/100643817/	0	UTHL4Q27	labels	text	label	13	62	District & Sessions Judge (South) Saket/New Delhi	COURT
47372233829248eea21cad7ebf7f904c	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/184587709	0	E8BFK5XS	labels	text	label	40	60	Sections 302 and 201	PROVISION
47372233829248eea21cad7ebf7f904c	_	criminal_punjab-haryana_high_court judgement https://indiankanoon.org/doc/184587709	0	ZLOVVFG9	labels	text	label	61	64	IPC	STATUTE
f37bffd069e24d7084d6a32f5d420824	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/193526216	0	M0AX70TZ	labels	text	label	3	14	Section 200	PROVISION
f37bffd069e24d7084d6a32f5d420824	_	criminal_rajasthan_high_court judgement https://indiankanoon.org/doc/193526216	0	YNGV2DDR	labels	text	label	15	22	Cr.P.C.	CASE_NUMBER
2b4b52884149440885152796c4989684	_	land&property_districtcourts judgement https://indiankanoon.org/doc/55409615/	0	HQFONT15	labels	text	label	3	67	All India Films Corporations V. Raja Gian Nath (1969 (3) SCC 79)	PRECEDENT
2b4b52884149440885152796c4989684	_	land&property_districtcourts judgement https://indiankanoon.org/doc/55409615/	0	NHK8V99W	labels	text	label	99	112	Supreme Court	COURT
57913192b3e54da08d6876e929605463	_	criminal_kerala_high_court judgement https://indiankanoon.org/doc/78244	0	GJT2L1TN	labels	text	label	0	11	Chapter XII	PROVISION
de0b2ce72b194b1982f7b0e18965f8b9	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/73223469	0	F97J14RM	labels	text	label	9	41	ARUN KUMAR AGARWAL v. RADHA ARUN	PRECEDENT
de0b2ce72b194b1982f7b0e18965f8b9	_	civil_andhra_high_court judgement https://indiankanoon.org/doc/73223469	0	2NO4WJXU	labels	text	label	47	85	Division Bench of Karnataka High Court	COURT
04ed21d85ab146fea6ba5cea6c57da58	_	criminal_allahabad_high_court judgement https://indiankanoon.org/doc/139706240	0	SA364S0E	labels	text	label	65	74	16.8.2005	DATE
09cbf56c2032436786be48d5e21182eb	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/971610	0	4V88SSI0	labels	text	label	51	60	17.4.1969	DATE
09cbf56c2032436786be48d5e21182eb	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/971610	0	FL2HFU4E	labels	text	label	65	74	19.5.1970	DATE
09cbf56c2032436786be48d5e21182eb	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/971610	0	LRCKMXMW	labels	text	label	195	206	section 122	PROVISION
09cbf56c2032436786be48d5e21182eb	_	civil_punjab-haryana_high_court judgement https://indiankanoon.org/doc/971610	0	6GBKH7R7	labels	text	label	214	243	Punjab Land Revenue Act, 1887	STATUTE
b3389e76da2c4c02a201f8ff00dfaa95	_	tax_patna_high_court judgement https://indiankanoon.org/doc/341651	0	HMWO0H9B	labels	text	label	5	27	Articles 31-A and 31-B	PROVISION
b3389e76da2c4c02a201f8ff00dfaa95	_	tax_patna_high_court judgement https://indiankanoon.org/doc/341651	0	T6YJNT34	labels	text	label	35	47	Constitution	STATUTE
b3389e76da2c4c02a201f8ff00dfaa95	_	tax_patna_high_court judgement https://indiankanoon.org/doc/341651	0	0N8OIJK0	labels	text	label	57	69	9th Schedule	PROVISION
